fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,type,pH_bin_5,pH_bin_10
11.1,0.18,0.48,3.22,0.64,10.1,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.3,0.705,0.12,3.51,0.72,10.0,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.4,0.67,0.12,3.39,0.54,9.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.4,0.65,0.6,3.2,0.52,9.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.3,0.53,0.48,3.12,0.59,9.3,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.62,0.32,3.36,0.52,9.4,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.3,0.41,0.42,3.19,0.62,9.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.3,0.43,0.44,3.19,0.63,9.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.29,0.38,3.41,0.53,9.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.53,0.24,3.27,0.54,9.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.0,0.46,0.31,3.32,0.63,9.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.6,0.47,0.3,3.3,0.53,9.4,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.36,0.29,3.39,0.68,11.0,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.35,0.29,3.42,0.65,11.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.6,0.56,0.23,3.3,0.65,10.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.6,0.77,0.12,3.3,0.64,10.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.8,0.66,0.39,3.37,0.71,11.5,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.3,0.61,0.26,3.24,0.62,9.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.62,0.05,3.29,0.63,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.3,0.59,0.42,3.28,0.7,9.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.0,0.49,0.2,3.16,0.69,9.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.6,0.53,0.66,3.05,0.74,11.5,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.3,0.44,0.5,3.28,0.83,11.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
13.4,0.27,0.62,3.16,0.67,9.7,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.7,0.46,0.39,3.18,0.62,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.2,0.36,0.64,3.23,0.66,12.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.58,0.28,3.22,0.54,9.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.4,0.56,0.08,3.13,0.52,11.0,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.9,0.65,0.01,3.34,0.74,11.7,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.9,0.695,0.53,3.17,0.84,12.2,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.9,0.43,0.45,3.35,0.7,12.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.43,0.32,3.31,0.64,10.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.4,0.49,0.58,3.16,1.0,11.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.5,0.28,0.54,3.11,1.36,9.8,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.2,0.34,0.5,3.12,1.18,9.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.6,0.42,0.48,3.21,0.87,11.3,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.9,0.39,0.47,3.3,0.75,9.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.9,0.57,0.5,3.12,0.78,10.7,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.685,0.0,3.6,0.81,9.9,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.6,0.815,0.02,3.58,0.89,12.3,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
13.8,0.49,0.67,3.02,0.93,12.0,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.6,0.56,0.31,3.11,0.92,10.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.1,0.785,0.0,3.36,0.86,9.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.7,0.67,0.22,3.28,0.98,9.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.1,0.795,0.0,3.35,0.83,9.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.665,0.0,3.27,0.73,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
13.5,0.53,0.79,3.18,0.77,13.0,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.21,0.4,3.25,0.59,11.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.75,0.01,3.55,0.61,12.8,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
11.5,0.41,0.52,3.26,0.88,11.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.5,0.42,0.66,3.24,0.75,11.7,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.9,0.43,0.66,3.15,0.85,10.4,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.6,0.38,0.66,3.17,0.68,9.8,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.2,0.7,0.23,3.19,0.7,9.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.6,0.45,0.31,3.37,0.91,9.9,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.9,0.58,0.66,3.05,0.56,10.0,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.5,0.46,0.63,2.99,0.87,10.2,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.8,0.615,0.66,3.07,0.73,10.0,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.0,0.42,0.5,3.26,0.93,11.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.4,0.575,0.61,3.16,0.69,9.0,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.3,0.34,0.52,3.18,0.64,9.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.4,0.27,0.53,3.2,1.13,12.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.765,0.02,3.57,0.78,9.9,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.9,0.24,0.4,3.32,0.87,8.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.1,0.28,0.48,3.32,1.04,10.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.55,0.22,3.05,0.63,9.2,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
14.0,0.41,0.63,3.01,0.81,10.8,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.5,0.54,0.71,3.01,0.83,11.8,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.5,0.45,0.5,3.26,1.11,11.0,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.4,0.625,0.66,3.11,0.99,13.3,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.3,0.42,0.38,3.31,0.7,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.3,0.26,0.42,3.21,0.8,9.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
13.7,0.415,0.68,3.06,0.8,10.0,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.51,0.28,3.42,0.74,9.2,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.63,0.07,3.43,0.76,9.7,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.8,0.54,0.26,3.41,0.74,9.2,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.3,0.66,0.15,3.31,0.54,9.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.46,0.26,3.43,0.74,9.2,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.6,0.38,0.31,3.19,0.7,10.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
5.6,0.85,0.05,3.56,0.82,12.9,8,Red,"(3.494, 3.752]","(3.494, 3.623]"
9.5,0.37,0.52,3.18,0.51,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.4,0.665,0.61,3.16,0.54,9.1,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.7,0.6,0.65,3.03,0.57,9.9,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.0,0.37,0.76,3.22,0.6,13.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.735,0.02,3.47,0.53,9.9,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.5,0.59,0.59,3.18,0.65,11.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.7,0.765,0.22,3.1,0.55,9.4,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.26,0.3,3.29,0.47,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.2,0.48,0.54,3.1,0.61,10.5,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.4,0.6,0.49,3.15,0.63,10.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.69,0.05,3.26,0.61,9.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.31,0.46,3.36,0.76,10.1,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.8,0.44,0.47,3.24,0.65,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.0,0.39,0.66,3.18,0.63,10.8,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.4,0.34,0.58,3.19,0.7,11.3,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.5,0.46,0.49,3.05,0.57,9.6,4,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.0,0.43,0.34,3.38,0.62,9.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.1,0.45,0.35,3.38,0.62,9.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.735,0.16,3.27,0.64,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.9,0.4,0.53,3.27,0.82,11.7,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.8,0.52,0.34,3.26,0.61,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.6,0.725,0.24,3.32,1.07,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.6,0.48,0.64,3.26,0.66,11.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.58,0.12,3.44,0.48,10.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.9,0.38,0.51,3.24,0.76,10.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.77,0.0,3.62,0.68,9.9,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
9.5,0.56,0.33,3.28,0.73,11.8,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.84,0.03,3.52,0.56,12.3,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.7,0.96,0.2,3.36,0.44,10.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.5,0.24,0.47,3.15,0.9,11.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.67,0.08,3.49,0.49,11.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.5,0.78,0.22,3.26,0.56,10.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.1,0.52,0.33,3.24,0.6,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.8,0.84,0.63,3.1,0.6,10.4,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.8,0.55,0.35,3.25,0.56,9.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.9,0.37,0.69,3.0,0.65,12.8,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.3,0.39,0.63,3.16,0.49,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.4,0.41,0.55,3.15,0.89,9.9,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.67,0.3,3.26,0.56,10.2,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.1,0.45,0.73,3.17,0.66,11.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.62,0.18,3.08,0.6,9.3,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.6,0.31,0.72,2.88,0.82,9.8,8,Red,"(2.719, 2.978]","(2.849, 2.978]"
11.9,0.4,0.65,3.06,0.68,11.3,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
15.6,0.685,0.76,2.95,0.68,11.2,7,Red,"(2.719, 2.978]","(2.849, 2.978]"
10.0,0.44,0.49,3.23,0.63,11.6,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
5.3,0.57,0.01,3.57,0.84,12.5,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
9.5,0.735,0.1,3.23,0.56,10.1,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.5,0.38,0.6,3.1,0.73,10.5,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.3,0.48,0.29,3.22,0.72,11.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.6,0.53,0.22,3.2,0.56,10.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.9,0.39,0.69,3.1,0.61,10.8,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
8.4,0.37,0.53,3.06,1.06,9.1,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.56,0.03,3.44,0.63,10.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
10.4,0.33,0.63,3.26,0.74,11.2,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.23,0.4,3.5,0.63,11.1,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
11.3,0.62,0.67,3.22,0.69,13.4,8,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.9,0.59,0.39,3.37,0.58,10.3,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.2,0.63,0.21,3.28,0.58,9.6,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.6,0.58,0.66,3.25,0.57,9.0,3,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.2,0.43,0.52,3.35,0.61,11.3,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.3,0.615,0.22,3.26,0.61,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.0,0.26,0.68,3.18,0.61,11.8,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.66,0.7,3.08,0.53,9.0,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.5,0.315,0.54,2.98,0.7,9.2,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.0,0.29,0.4,3.48,0.91,9.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
10.3,0.5,0.42,3.16,0.72,11.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.8,0.46,0.45,3.32,0.79,14.0,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.4,0.36,0.69,3.17,0.62,9.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.7,0.82,0.02,3.2,0.58,9.8,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
13.0,0.32,0.65,3.05,0.61,10.6,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.6,0.54,0.42,3.2,0.71,11.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.5,0.37,0.55,3.15,0.82,10.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.9,0.35,0.55,3.26,0.79,10.6,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.5,0.28,0.51,3.2,0.89,9.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.6,0.68,0.24,3.14,0.6,10.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.3,0.27,0.41,3.28,0.7,9.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.4,0.24,0.49,3.18,1.06,11.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.4,0.685,0.11,3.19,0.7,10.1,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.6,0.28,0.39,3.12,0.66,9.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.4,0.3,0.56,3.15,0.92,11.7,8,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.6,0.36,0.59,3.04,1.05,9.4,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.6,0.36,0.6,3.04,1.06,9.4,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.6,0.44,0.68,3.06,0.66,13.4,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.2,0.67,0.39,3.17,0.47,10.0,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.2,0.645,0.36,3.17,0.42,10.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.6,0.32,0.55,3.32,0.92,10.8,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.3,0.39,0.4,3.34,0.75,10.2,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.3,0.775,0.27,3.31,0.67,10.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.2,0.41,0.5,3.34,0.79,13.3,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.9,0.4,0.51,3.32,0.9,13.4,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.69,0.31,3.48,0.74,11.6,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.39,0.23,3.44,0.55,12.1,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
10.7,0.35,0.53,3.15,0.65,11.0,8,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.52,0.25,3.43,0.65,9.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.34,0.32,3.32,0.79,11.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.4,0.44,0.73,3.17,0.85,12.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.5,0.26,0.47,3.18,1.04,10.9,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.5,0.24,0.42,3.21,1.05,10.8,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.2,0.49,0.63,3.16,0.78,12.5,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.4,0.24,0.46,3.25,1.02,10.8,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.2,0.67,0.55,3.17,0.71,9.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.0,0.59,0.31,3.18,0.63,10.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
13.3,0.29,0.75,3.04,0.68,11.4,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
12.4,0.42,0.49,3.02,0.61,9.5,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.7,0.4,0.48,3.03,0.81,9.7,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.5,0.51,0.64,3.09,0.66,11.8,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
8.5,0.655,0.49,3.31,1.14,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.5,0.6,0.49,3.25,0.74,11.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.4,0.61,0.49,3.16,0.63,8.4,3,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.9,0.21,0.49,3.22,0.68,11.7,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.365,0.49,3.36,0.78,11.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.8,0.25,0.49,3.42,0.9,10.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.41,0.49,3.48,0.64,9.1,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.2,0.39,0.49,3.38,0.99,9.8,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.3,0.4,0.49,3.22,0.55,9.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.2,0.43,0.49,3.23,0.64,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.4,0.64,0.24,3.24,0.67,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.38,0.49,3.39,0.77,11.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.2,0.42,0.49,3.34,0.75,8.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.9,0.63,0.24,3.09,0.57,9.4,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.1,0.22,0.24,3.41,0.87,10.3,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.9,0.38,0.49,3.16,0.61,10.3,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.3,0.27,0.24,3.22,0.66,12.8,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.0,0.48,0.24,3.28,0.56,10.0,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.1,0.825,0.24,3.37,0.77,10.7,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
12.9,0.35,0.49,3.2,0.66,12.0,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.2,0.5,0.74,3.22,0.62,11.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.2,0.59,0.24,3.26,0.67,9.6,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.5,0.46,0.49,3.21,0.73,11.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.3,0.715,0.24,3.12,0.59,9.9,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.2,0.66,0.24,3.06,0.72,11.0,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
14.3,0.31,0.74,2.86,0.79,8.4,6,Red,"(2.719, 2.978]","(2.849, 2.978]"
9.1,0.47,0.49,3.08,0.59,9.1,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.55,0.24,3.45,0.78,9.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
10.6,0.31,0.49,3.26,0.86,10.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.4,0.35,0.49,3.12,0.75,10.4,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.0,0.53,0.49,3.27,0.61,9.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.51,0.01,3.33,0.56,9.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.4,0.43,0.24,3.19,0.73,10.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.5,0.46,0.24,3.12,0.74,10.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
5.0,1.04,0.24,3.74,0.62,11.5,5,Red,"(3.494, 3.752]","(3.623, 3.752]"
15.5,0.645,0.49,2.92,0.74,11.1,5,Red,"(2.719, 2.978]","(2.849, 2.978]"
10.9,0.53,0.49,3.07,0.56,11.7,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
15.6,0.645,0.49,2.92,0.74,11.1,5,Red,"(2.719, 2.978]","(2.849, 2.978]"
13.0,0.47,0.49,3.3,0.68,12.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.7,0.6,0.49,3.14,0.57,11.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.0,0.44,0.49,3.23,0.58,9.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.0,0.54,0.49,3.08,0.61,9.2,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.29,0.49,3.31,0.61,10.1,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.7,0.24,3.32,0.6,9.0,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
9.8,0.5,0.49,3.31,0.79,10.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.36,0.24,3.57,0.57,11.7,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
11.5,0.35,0.49,3.32,0.91,11.0,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.2,0.24,0.49,3.14,0.61,10.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.5,0.59,0.49,3.3,0.56,9.6,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.6,0.34,0.49,3.19,0.7,10.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.3,0.27,0.49,3.2,0.8,10.2,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.9,0.5,0.24,3.34,0.52,10.0,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.8,0.44,0.49,3.3,0.6,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.8,0.47,0.49,3.29,0.6,9.8,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.6,0.31,0.49,3.14,0.51,9.8,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.3,0.5,0.49,3.19,0.44,9.6,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
11.7,0.49,0.49,3.19,0.43,9.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.0,0.28,0.49,2.98,0.66,9.9,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.8,0.33,0.49,3.3,0.76,10.7,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.51,0.24,3.47,0.66,9.6,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.1,0.31,0.49,3.12,1.02,10.6,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.73,0.24,3.26,0.59,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
5.0,0.42,0.24,3.72,0.74,14.0,8,Red,"(3.494, 3.752]","(3.623, 3.752]"
10.2,0.29,0.49,3.05,0.74,10.5,7,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.0,0.45,0.49,3.35,0.57,9.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.39,0.49,3.12,0.5,11.5,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
9.9,0.49,0.58,3.29,0.58,9.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.9,0.72,0.17,3.4,0.53,9.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.9,0.595,0.41,3.27,0.57,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
12.4,0.4,0.51,3.04,0.6,9.3,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
11.9,0.58,0.58,3.09,0.63,10.0,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
8.5,0.585,0.18,3.2,0.48,9.8,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
12.7,0.59,0.45,3.0,0.7,9.3,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
8.2,0.915,0.27,3.26,0.47,10.0,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
13.2,0.46,0.52,3.1,0.56,9.0,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.835,0.0,3.3,0.52,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.3,0.58,0.13,3.17,0.62,9.1,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
